opcode,mnem,op_enc,ops,prefs,feature_flag,exceptions
0F 2C /r,CVTTPS2PI,RM,mm:mew; xmm/m64:mer,pref67:operand/1,,
F2 0F 2C /r,CVTTSD2SI,RM,r32:mew; xmm/m64:mer; PE:w; IE:w,pref67:operand/1,SSE2,UD; GP; ACS; XFS
F2 0F 2C /r,CVTTSD2SI,RM,r64:mew; xmm/m64:mer; PE:w; IE:w,rex_w:required/1; pref67:operand/1,SSE2,UD; GP; ACS; XFS
VEX.LIG.F2.0F.W0 2C /r,VCVTTSD2SI,RM,r32:mew; xmm/m64:mer; PE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
VEX.LIG.F2.0F.W1 2C /r,VCVTTSD2SI,RM,r64:mew; xmm/m64:mer; PE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
F3 0F 2C /r,CVTTSS2SI,RM,r32:mew; xmm/m32:mer; PE:w; IE:w,pref67:operand/1,SSE,UD; GP; ACS; XFS
F3 0F 2C /r,CVTTSS2SI,RM,r64:mew; xmm/m32:mer; PE:w; IE:w,rex_w:required/1; pref67:operand/1,SSE,UD; GP; ACS; XFS
VEX.LIG.F3.0F.W0 2C /r,VCVTTSS2SI,RM,r32:mew; xmm/m32:mer; PE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
VEX.LIG.F3.0F.W1 2C /r,VCVTTSS2SI,RM,r64:mew; xmm/m32:mer; PE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
99,CWD,NP,DX:w; AX:rw,pref66:required/1,,
99,CDQ,NP,EDX:w; EAX:rw,rex_w:optional/0,,
99,CQO,NP,RDX:w; RAX:rw,rex_w:required/1,,
FE /1,DEC,M,r/m8:merw; OF:w; SF:w; ZF:w; AF:w; PF:w,lock:optional/1; rex_w:operand/any; pref67:operand/1,,SSX; GPX; PF; AC
FF /1,DEC,M,r/m16:merw; OF:w; SF:w; ZF:w; AF:w; PF:w,lock:optional/1; pref66:required/1; pref67:operand/1,,SSX; GPX; PF; AC
FF /1,DEC,M,r/m32:merw; OF:w; SF:w; ZF:w; AF:w; PF:w,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GPX; PF; AC
FF /1,DEC,M,r/m64:merw; OF:w; SF:w; ZF:w; AF:w; PF:w,lock:optional/1; rex_w:required/1; pref67:operand/1,,SSX; GPX; PF; AC
F6 /6,DIV,M,r/m8:mer; AX:rw; CF:u; OF:u; SF:u; ZF:u; AF:u; PF:u,rex_w:operand/any; pref67:operand/1,,DE; SS; GP; PF; AC
F7 /6,DIV,M,r/m16:mer; AX:rw; DX:rw; CF:u; OF:u; SF:u; ZF:u; AF:u; PF:u,pref66:required/1; pref67:operand/1,,DE; SS; GP; PF; AC
F7 /6,DIV,M,r/m32:mer; EDX:rw; EAX:rw; CF:u; OF:u; SF:u; ZF:u; AF:u; PF:u,rex_w:optional/0; pref67:operand/1,,DE; SS; GP; PF; AC
F7 /6,DIV,M,r/m64:mer; RDX:rw; RAX:rw; CF:u; OF:u; SF:u; ZF:u; AF:u; PF:u,rex_w:required/1; pref67:operand/1,,DE; SS; GP; PF; AC
66 0F 5E /r,DIVPD,RM,xmm:merw[0..127]; xmm/m128:mer; PE:w; UE:w; OE:w; ZE:w; DE:w; IE:w,pref67:operand/1,SSE2,UD; GPS; AC; PFS; XFS
VEX.NDS.128.66.0F.WIG 5E /r,VDIVPD,RVM,xmm:mew; xmm:mer; xmm/m128:mer; PE:w; UE:w; OE:w; ZE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
VEX.NDS.256.66.0F.WIG 5E /r,VDIVPD,RVM,ymm:mew; ymm:mer; ymm/m256:mer; PE:w; UE:w; OE:w; ZE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
0F 5E /r,DIVPS,RM,xmm:merw[0..127]; xmm/m128:mer; PE:w; UE:w; OE:w; ZE:w; DE:w; IE:w,pref67:operand/1,SSE,UD; GPS; AC; PFS; XFS
VEX.NDS.128.0F.WIG 5E /r,VDIVPS,RVM,xmm:mew; xmm:mer; xmm/m128:mer; PE:w; UE:w; OE:w; ZE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
VEX.NDS.256.0F.WIG 5E /r,VDIVPS,RVM,ymm:mew; ymm:mer; ymm/m256:mer; PE:w; UE:w; OE:w; ZE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
F2 0F 5E /r,DIVSD,RM,xmm:merw[0..63]; xmm/m64:mer; PE:w; UE:w; OE:w; ZE:w; DE:w; IE:w,pref67:operand/1,SSE2,UD; GP; ACS; XFS
VEX.NDS.LIG.F2.0F.WIG 5E /r,VDIVSD,RVM,xmm:mew; xmm:mer; xmm/m64:mer; PE:w; UE:w; OE:w; ZE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
F3 0F 5E /r,DIVSS,RM,xmm:merw[0..31]; xmm/m32:mer; PE:w; UE:w; OE:w; ZE:w; DE:w; IE:w,pref67:operand/1,SSE,UD; GP; ACS; XFS
VEX.NDS.LIG.F3.0F.WIG 5E /r,VDIVSS,RVM,xmm:mew; xmm:mer; xmm/m32:mer; PE:w; UE:w; OE:w; ZE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
66 0F 3A 41 /r ib,DPPD,RMI,xmm:merw[0..127]; xmm/m128:mer; imm8:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,SSE4_1,UD; GPS; AC; PFS; XFS
VEX.NDS.128.66.0F3A.WIG 41 /r ib,VDPPD,RVMI,xmm:mew; xmm:mer; xmm/m128:mer; imm8:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
66 0F 3A 40 /r ib,DPPS,RMI,xmm:merw[0..127]; xmm/m128:mer; imm8:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,SSE4_1,UD; GPS; AC; PFS; XFS
VEX.NDS.128.66.0F3A.WIG 40 /r ib,VDPPS,RVMI,xmm:mew; xmm:mer; xmm/m128:mer; imm8:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
VEX.NDS.256.66.0F3A.WIG 40 /r ib,VDPPS,RVMI,ymm:mew; ymm:mer; ymm/m256:mer; imm8:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
C8 iw ib,ENTER,II,imm16:mer; imm8:mer; RSP:rw; RBP:rw,,,SSXX; PF; AC
C8 iw ib,ENTER,II,imm16:mer; imm8:mer; SP:rw; BP:rw,pref66:required/1,,SSXX; PF; AC
66 0F 3A 17 /r ib,EXTRACTPS,MRI,r/m32:mew; xmm:mer; imm8:mer,pref67:operand/1,SSE4_1,UD; GPS
VEX.128.66.0F3A.WIG 17 /r ib,VEXTRACTPS,MRI,r/m32:mew; xmm:mer; imm8:mer,pref67:operand/1,AVX,UD; GPS
66 0F 7C /r,HADDPD,RM,xmm:merw[0..127]; xmm/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,SSE3,UD; GPS; AC; PFS; XFS
VEX.NDS.128.66.0F.WIG 7C /r,VHADDPD,RVM,xmm:mew; xmm:mer; xmm/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
VEX.NDS.256.66.0F.WIG 7C /r,VHADDPD,RVM,ymm:mew; ymm:mer; ymm/m256:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFS
F2 0F 7C /r,HADDPS,RM,xmm:merw[0..127]; xmm/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,SSE3,UD; GPS; AC; PFS; XFSS
VEX.NDS.128.F2.0F.WIG 7C /r,VHADDPS,RVM,xmm:mew; xmm:mer; xmm/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
VEX.NDS.256.F2.0F.WIG 7C /r,VHADDPS,RVM,ymm:mew; ymm:mer; ymm/m256:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
66 0F 7D /r,HSUBPD,RM,xmm:merw[0..127]; xmm/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,SSE3,UD; GPS; AC; PFS; XFSS
VEX.NDS.128.66.0F.WIG 7D /r,VHSUBPD,RVM,xmm:mew; xmm:mer; xmm/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
VEX.NDS.256.66.0F.WIG 7D /r,VHSUBPD,RVM,ymm:mew; ymm:mer; ymm/m256:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
F2 0F 7D /r,HSUBPS,RM,xmm:merw[0..127]; xmm/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,SSE3,UD; GPS; AC; PFS; XFSS
VEX.NDS.128.F2.0F.WIG 7D /r,VHSUBPS,RVM,xmm:mew; xmm:mer; xmm/m128:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
VEX.NDS.256.F2.0F.WIG 7D /r,VHSUBPS,RVM,ymm:mew; ymm:mer; ymm/m256:mer; PE:w; UE:w; OE:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
F6 /7,IDIV,M,r/m8:mer; AX:rw; CF:u; OF:u; SF:u; ZF:u; AF:u; PF:u,rex_w:operand/any; pref67:operand/1,,DE; SS; GP; PF; AC
F7 /7,IDIV,M,r/m16:mer; AX:rw; DX:rw; CF:u; OF:u; SF:u; ZF:u; AF:u; PF:u,pref66:required/1; pref67:operand/1,,DE; SS; GP; PF; AC
F7 /7,IDIV,M,r/m32:mer; EDX:rw; EAX:rw; CF:u; OF:u; SF:u; ZF:u; AF:u; PF:u,rex_w:optional/0; pref67:operand/1,,DE; SS; GP; PF; AC
F7 /7,IDIV,M,r/m64:mer; RDX:rw; RAX:rw; CF:u; OF:u; SF:u; ZF:u; AF:u; PF:u,rex_w:required/1; pref67:operand/1,,DE; SS; GP; PF; AC
F6 /5,IMUL,M,r/m8:merw; AX:rw; SF:w; CF:w; OF:rw; ZF:u; AF:u; PF:u,pref67:operand/1,,SS; GP; PF; AC
F7 /5,IMUL,M,r/m16:merw; AX:rw; DX:rw; SF:w; CF:w; OF:rw; ZF:u; AF:u; PF:u,pref66:required/1; pref67:operand/1,,SS; GP; PF; AC
F7 /5,IMUL,M,r/m32:merw; EDX:rw; EAX:rw; SF:w; CF:w; OF:rw; ZF:u; AF:u; PF:u,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
F7 /5,IMUL,M,r/m64:merw; RDX:rw; RAX:rw; SF:w; CF:w; OF:rw; ZF:u; AF:u; PF:u,rex_w:required/1; pref67:operand/1,,SS; GP; PF; AC
0F AF /r,IMUL,RM,r16:merw; r/m16:mer; SF:w; CF:w; OF:rw; ZF:u; AF:u; PF:u,pref66:required/1; pref67:operand/1,,SS; GP; PF; AC
0F AF /r,IMUL,RM,r32:merw; r/m32:mer; SF:w; CF:w; OF:rw; ZF:u; AF:u; PF:u,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
0F AF /r,IMUL,RM,r64:merw; r/m64:mer; SF:w; CF:w; OF:rw; ZF:u; AF:u; PF:u,rex_w:required/1; pref67:operand/1,,SS; GP; PF; AC
6B /r ib,IMUL,RMI,r16:merw; r/m16:mer; imm8:mer; SF:w; CF:w; OF:rw; ZF:u; AF:u; PF:u,pref66:required/1; pref67:operand/1,,SS; GP; PF; AC
6B /r ib,IMUL,RMI,r32:merw; r/m32:mer; imm8:mer; SF:w; CF:w; OF:rw; ZF:u; AF:u; PF:u,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
6B /r ib,IMUL,RMI,r64:merw; r/m64:mer; imm8:mer; SF:w; CF:w; OF:rw; ZF:u; AF:u; PF:u,rex_w:required/1; pref67:operand/1,,SS; GP; PF; AC
69 /r iw,IMUL,RMI,r16:merw; r/m16:mer; imm16:mer; SF:w; CF:w; OF:rw; ZF:u; AF:u; PF:u,pref66:required/1; pref67:operand/1,,SS; GP; PF; AC
69 /r id,IMUL,RMI,r32:merw; r/m32:mer; imm32:mer; SF:w; CF:w; OF:rw; ZF:u; AF:u; PF:u,rex_w:optional/0; pref67:operand/1,,SS; GP; PF; AC
69 /r id,IMUL,RMI,r64:merw; r/m64:mer; imm32:mer; SF:w; CF:w; OF:rw; ZF:u; AF:u; PF:u,rex_w:required/1; pref67:operand/1,,SS; GP; PF; AC
FE /0,INC,M,r/m8:merw; OF:w; SF:w; ZF:w; AF:w; PF:w,lock:optional/1; rex_w:operand/any; pref67:operand/1,,SSX; GP; PF; AC
FF /0,INC,M,r/m16:merw; OF:w; SF:w; ZF:w; AF:w; PF:w,lock:optional/1; pref66:required/1; pref67:operand/1,,SSX; GP; PF; AC
FF /0,INC,M,r/m32:merw; OF:w; SF:w; ZF:w; AF:w; PF:w,lock:optional/1; rex_w:optional/0; pref67:operand/1,,SSX; GP; PF; AC
FF /0,INC,M,r/m64:merw; OF:w; SF:w; ZF:w; AF:w; PF:w,lock:optional/1; rex_w:required/1; pref67:operand/1,,SSX; GP; PF; AC
66 0F 3A 21 /r ib,INSERTPS,RMI,xmm:mew[0..127]; xmm/m32:mer; imm8:mer,pref67:operand/1,SSE4_1,UD; GP
VEX.NDS.128.66.0F3A.WIG 21 /r ib,VINSERTPS,RVMI,xmm:mew; xmm:mer; xmm/m32:mer; imm8:mer,pref67:operand/1,AVX,UD; GP
77 cb,JA/JNBE,D,rel8:mer; RIP:w; CF:r; ZF:r,bt:optional/1; bnt:optional/1,,
73 cb,JAE/JNB/JNC,D,rel8:mer; RIP:w; CF:r,bt:optional/1; bnt:optional/1,,
72 cb,JB/JC/JNAE,D,rel8:mer; RIP:w; CF:r,bt:optional/1; bnt:optional/1,,
76 cb,JBE/JNA,D,rel8:mer; RIP:w; CF:r; ZF:r,bt:optional/1; bnt:optional/1,,
74 cb,JE/JZ,D,rel8:mer; RIP:w; CF:r,bt:optional/1; bnt:optional/1,,
7F cb,JG/JNLE,D,rel8:mer; RIP:w; CF:r,bt:optional/1; bnt:optional/1,,
7D cb,JGE/JNL,D,rel8:mer; RIP:w; SF:r; OF:r,bt:optional/1; bnt:optional/1,,
7C cb,JL/JNGE,D,rel8:mer; RIP:w; CF:r,bt:optional/1; bnt:optional/1,,
7E cb,JLE/JNG,D,rel8:mer; RIP:w; ZF:r; SF:r; OF:r,bt:optional/1; bnt:optional/1,,
75 cb,JNE/JNZ,D,rel8:mer; RIP:w; CF:r,bt:optional/1; bnt:optional/1,,
71 cb,JNO,D,rel8:mer; RIP:w; OF:r,bt:optional/1; bnt:optional/1,,
7B cb,JNP/JPO,D,rel8:mer; RIP:w; PF:r,bt:optional/1; bnt:optional/1,,
79 cb,JNS,D,rel8:mer; RIP:w; SF:r,bt:optional/1; bnt:optional/1,,
70 cb,JO,D,rel8:mer; RIP:w; OF:r,bt:optional/1; bnt:optional/1,,
7A cb,JP/JPE,D,rel8:mer; RIP:w; CF:r,bt:optional/1; bnt:optional/1,,
78 cb,JS,D,rel8:mer; RIP:w; SF:r,bt:optional/1; bnt:optional/1,,
0F 87 cd,JA/JNBE,D,rel32:mer; RIP:w; CF:r; ZF:r,bt:optional/1; bnt:optional/1,,
0F 83 cd,JAE/JNB/JNC,D,rel32:mer; RIP:w; CF:r,bt:optional/1; bnt:optional/1,,
0F 82 cd,JB/JC/JNAE,D,rel32:mer; RIP:w; CF:r,bt:optional/1; bnt:optional/1,,
0F 86 cd,JBE/JNA,D,rel32:mer; RIP:w; CF:r; ZF:r,bt:optional/1; bnt:optional/1,,
0F 84 cd,JE/JZ,D,rel32:mer; RIP:w; CF:r,bt:optional/1; bnt:optional/1,,
0F 8F cd,JG/JNLE,D,rel32:mer; RIP:w; CF:r,bt:optional/1; bnt:optional/1,,
0F 8D cd,JGE/JNL,D,rel32:mer; RIP:w; SF:r; OF:r,bt:optional/1; bnt:optional/1,,
0F 8C cd,JL/JNGE,D,rel32:mer; RIP:w; CF:r,bt:optional/1; bnt:optional/1,,
0F 8E cd,JLE/JNG,D,rel32:mer; RIP:w; ZF:r; SF:r; OF:r,bt:optional/1; bnt:optional/1,,
0F 85 cd,JNE/JNZ,D,rel32:mer; RIP:w; CF:r,bt:optional/1; bnt:optional/1,,
0F 81 cd,JNO,D,rel32:mer; RIP:w; OF:r,bt:optional/1; bnt:optional/1,,
0F 8B cd,JNP/JPO,D,rel32:mer; RIP:w; PF:r,bt:optional/1; bnt:optional/1,,
0F 89 cd,JNS,D,rel32:mer; RIP:w; SF:r,bt:optional/1; bnt:optional/1,,
0F 80 cd,JO,D,rel32:mer; RIP:w; OF:r,bt:optional/1; bnt:optional/1,,
0F 8A cd,JP/JPE,D,rel32:mer; RIP:w; CF:r,bt:optional/1; bnt:optional/1,,
0F 88 cd,JS,D,rel32:mer; RIP:w; SF:r,bt:optional/1; bnt:optional/1,,
EB cb,JMP,D,rel8:mer; RIP:w,,,SSX; GPX; PF; AC; UD; NPX; SSX; GP; GP; PF; AC
E9 cd,JMP,D,rel32:mer; RIP:w,,,SSX; GPX; PF; AC; UD; NPX; SSX; GP; GP; PF; AC
FF /4,JMP,M,r/m64:mer; RIP:w,pref67:operand/1,,SSX; GPX; PF; AC; UD; NPX; SSX; GP; GP; PF; AC
9F,LAHF,NP,SF:r; ZF:r; AF:r; PF:r; CF:r,,LAHF_LM,
F2 0F F0 /r,LDDQU,RM,xmm:mew[0..127]; m128:mer,pref67:operand/1,SSE3,UD; GPS
VEX.128.F2.0F.WIG F0 /r,VLDDQU,RM,xmm:mew; m128:mer,pref67:operand/1,AVX,UD; GPS
VEX.256.F2.0F.WIG F0 /r,VLDDQU,RM,ymm:mew; m256:mer,pref67:operand/1,AVX,UD; GPS
0F AE /2,LDMXCSR,M,m32:mer; MM:w; FZ:w; RC:w; PM:w; UM:w; OM:w; ZM:w; DM:w; IM:w; DAZ:w; PE:w; UE:w; OE:w; ZE:w; DE:w; IE:w,pref67:operand/1,SSE,UD
VEX.LZ.0F.WIG AE /2,VLDMXCSR,M,m32:mer; MM:w; FZ:w; RC:w; PM:w; UM:w; OM:w; ZM:w; DM:w; IM:w; DAZ:w; PE:w; UE:w; OE:w; ZE:w; DE:w; IE:w,pref67:operand/1,AVX,UD
8D /r,LEA,RM,r16:mew; m:mer,pref66:required/1; pref67:operand/1,,UD
8D /r,LEA,RM,r32:mew; m:mer,rex_w:optional/0; pref67:operand/1,,UD
8D /r,LEA,RM,r64:mew; m:mer,rex_w:required/1; pref67:operand/1,,UD
C9,LEAVE,NP,SP:rw; BP:rw,pref66:required/1,,SSXX; PF; AC
C9,LEAVE,NP,RSP:rw; RBP:rw,,,SSXX; PF; AC
0F AE E8,LFENCE,NP,,,,
AC,LODS,NP,SIL:rw; [SIL]:r; m8:w; IF:w,repe:illegal/0,,
AD,LODS,NP,SI:rw; [SI]:r; m16:w; IF:w,repe:illegal/0; pref66:required/1,,
AD,LODS,NP,ESI:rw; [ESI]:r; m32:w; IF:w,repe:illegal/0; rex_w:optional/0,,
AD,LODS,NP,RSI:rw; [RSI]:r; m64:w; IF:w,repe:illegal/0; rex_w:required/1,,
E2 cb,LOOP,D,rel8:mer; RCX:r,,,
E1 cb,LOOPE,D,rel8:mer; RCX:r; CF:r,,,
E0 cb,LOOPNE,D,rel8:mer; RCX:r; CF:r,,,
F3 0F BD /r,LZCNT,RM,r16:mew; r/m16:mer; ZF:w; OF:u; SF:u; PF:u; AF:u; CF:w,pref66:required/1; pref67:operand/1,LZCNT,SS; GP; PF; AC
F3 0F BD /r,LZCNT,RM,r32:mew; r/m32:mer; ZF:w; OF:u; SF:u; PF:u; AF:u; CF:w,rex_w:optional/0; pref67:operand/1,LZCNT,SS; GP; PF; AC
F3 0F BD /r,LZCNT,RM,r64:mew; r/m64:mer; ZF:w; OF:u; SF:u; PF:u; AF:u; CF:w,rex_w:required/1; pref67:operand/1,LZCNT,SS; GP; PF; AC
66 0F F7 /r,MASKMOVDQU,RM,xmm:mer; xmm:mer; RDI:r; [RDI]:w,pref67:operand/1,SSE2,UD; GP; AC; PFS
VEX.128.66.0F.WIG F7 /r,VMASKMOVDQU,RM,xmm:mer; xmm:mer; RDI:r; [RDI]:w,pref67:operand/1,AVX,UD; GP; AC; PFS
0F F7 /r,MASKMOVQ,RM,mm:mer; mm:mer; RDI:r; [RDI]:w,pref67:operand/1,,
66 0F 5F /r,MAXPD,RM,xmm:merw[0..127]; xmm/m128:mer; DE:w; IE:w,pref67:operand/1,SSE2,UD; GPS; AC; PFS; XFSS
VEX.NDS.128.66.0F.WIG 5F /r,VMAXPD,RVM,xmm:mew; xmm:mer; xmm/m128:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
VEX.NDS.256.66.0F.WIG 5F /r,VMAXPD,RVM,ymm:mew; ymm:mer; ymm/m256:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
0F 5F /r,MAXPS,RM,xmm:merw[0..127]; xmm/m128:mer; IF:w; DE:w; IE:w,pref67:operand/1,SSE,UD; GPS; AC; PFS; XFSS
VEX.NDS.128.0F.WIG 5F /r,VMAXPS,RVM,xmm:mew; xmm:mer; xmm/m128:mer; IF:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
VEX.NDS.256.0F.WIG 5F /r,VMAXPS,RVM,ymm:mew; ymm:mer; ymm/m256:mer; IF:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
F2 0F 5F /r,MAXSD,RM,xmm:merw[0..63]; xmm/m64:mer; IF:w; DE:w; IE:w,pref67:operand/1,SSE2,UD; GP; ACS; XFS
VEX.NDS.LIG.F2.0F.WIG 5F /r,VMAXSD,RVM,xmm:mew; xmm:mer; xmm/m64:mer; IF:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
F3 0F 5F /r,MAXSS,RM,xmm:merw[0..31]; xmm/m32:mer; IF:w; DE:w; IE:w,pref67:operand/1,SSE,UD; GP; ACS; XFS
VEX.NDS.LIG.F3.0F.WIG 5F /r,VMAXSS,RVM,xmm:mew; xmm:mer; xmm/m32:mer; IF:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
0F AE F0,MFENCE,NP,,,,
66 0F 5D /r,MINPD,RM,xmm:merw[0..127]; xmm/m128:mer; DE:w; IE:w,pref67:operand/1,SSE2,UD; GPS; AC; PFS; XFSS
VEX.NDS.128.66.0F.WIG 5D /r,VMINPD,RVM,xmm:mew; xmm:mer; xmm/m128:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
VEX.NDS.256.66.0F.WIG 5D /r,VMINPD,RVM,ymm:mew; ymm:mer; ymm/m256:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
0F 5D /r,MINPS,RM,xmm:merw[0..127]; xmm/m128:mer; DE:w; IE:w,pref67:operand/1,SSE,UD; GPS; AC; PFS; XFSS
VEX.NDS.128.0F.WIG 5D /r,VMINPS,RVM,xmm:mew; xmm:mer; xmm/m128:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
VEX.NDS.256.0F.WIG 5D /r,VMINPS,RVM,ymm:mew; ymm:mer; ymm/m256:mer; DE:w; IE:w,pref67:operand/1,AVX,UD; GPS; AC; PFS; XFSS
F2 0F 5D /r,MINSD,RM,xmm:merw[0..63]; xmm/m64:mer; IF:w; DE:w; IE:w,pref67:operand/1,SSE2,UD; GP; ACS; XFS
VEX.NDS.LIG.F2.0F.WIG 5D /r,VMINSD,RVM,xmm:mew; xmm:mer; xmm/m64:mer; IF:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
F3 0F 5D /r,MINSS,RM,xmm:merw[0..31]; xmm/m32:mer; IF:w; DE:w; IE:w,pref67:operand/1,SSE,UD; GP; ACS; XFS
VEX.NDS.LIG.F3.0F.WIG 5D /r,VMINSS,RVM,xmm:mew; xmm:mer; xmm/m32:mer; IF:w; DE:w; IE:w,pref67:operand/1,AVX,UD; GP; ACS; XFS
88 /r,MOV,MR,r/m8:mew; r8:mer,rex_w:operand/any; pref67:operand/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
89 /r,MOV,MR,r/m16:mew; r16:mer,pref66:required/1; pref67:operand/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
89 /r,MOV,MR,r/m32:mew; r32:mer,rex_w:optional/0; pref67:operand/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
89 /r,MOV,MR,r/m64:mew; r64:mer,rex_w:required/1; pref67:operand/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
8A /r,MOV,RM,r8:mew; r/m8:mer,rex_w:operand/any; pref67:operand/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
8B /r,MOV,RM,r16:mew; r/m16:mer,pref66:required/1; pref67:operand/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
8B /r,MOV,RM,r32:mew; r/m32:mer,rex_w:optional/0; pref67:operand/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
8B /r,MOV,RM,r64:mew; r/m64:mer,rex_w:required/1; pref67:operand/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
A0 cq,MOV,FD,AL:mw; moffs8:mer,rex_w:required/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
A1 cq,MOV,FD,AX:mw; moffs16:mer,pref66:required/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
A1 cq,MOV,FD,EAX:mw; moffs32:mer,rex_w:optional/0,,UD; NPX; SSXXX; GPX; GP; PF; AC
A1 cq,MOV,FD,RAX:mw; moffs64:mer,rex_w:required/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
A2 cq,MOV,TD,moffs8:mew; AL:mr,rex_w:required/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
A3 cq,MOV,TD,moffs16:mew; AX:mr,pref66:required/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
A3 cq,MOV,TD,moffs32:mew; EAX:mr,rex_w:optional/0,,UD; NPX; SSXXX; GPX; GP; PF; AC
A3 cq,MOV,TD,moffs64:mew; RAX:mr,rex_w:required/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
B0+rb ib,MOV,OI,r8:mew; imm8:mer,rex_w:operand/any,,UD; NPX; SSXXX; GPX; GP; PF; AC
B8+rw iw,MOV,OI,r16:mew; imm16:mer,pref66:required/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
B8+rd id,MOV,OI,r32:mew; imm32:mer,rex_w:optional/0,,UD; NPX; SSXXX; GPX; GP; PF; AC
B8+rd io,MOV,OI,r64:mew; imm64:mer,rex_w:required/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
C6 /0 ib,MOV,MI,r/m8:mew; imm8:mer,rex_w:operand/any; pref67:operand/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
C7 /0 iw,MOV,MI,r/m16:mew; imm16:mer,pref66:required/1; pref67:operand/1,,UD; NPX; SSXXX; GPX; GP; PF; AC
